ean,title,seller,seller_url,price_eur,delivery_eur,box_price_eur,scraped_at
8590804014560,Skrutkovač plochý FESTA CrV S 8x160mm,iBrusivo_cz,,2.20,4.19,1.89,2026-04-20T13:18:31.394784+00:00
8590804014560,Skrutkovač plochý FESTA CrV S 8x160mm,MCprofi,,1.57,3.36,1.89,2026-04-20T13:18:31.394784+00:00
8590804014560,"Skrutkovač plochý 8,0x160 CrV",VISOTRADE,,3.48,5.47,1.89,2026-04-20T13:18:31.394784+00:00
8590804012597,Kotúč diamantový 125 mm Festa plný 21212,KUTILOVO,,3.70,6.29,3.70,2026-04-20T13:25:35.522797+00:00
8590804012597,Kotúč diamantový FESTA plný 125x2x22.2mm,iBrusivo_cz,,4.58,6.57,3.70,2026-04-20T13:25:35.522797+00:00
8590804012597,Kotúč diamantový FESTA plný 125x2x22.2mm,MCprofi,,3.67,5.46,3.70,2026-04-20T13:25:35.522797+00:00
8590804017288,Pilka zatváracia 180mm 45060,KUTILOVO,,5.59,8.18,5.59,2026-04-20T13:27:18.537737+00:00
8590804017288,Pílka FESTA záhradná zatváracia 18cm,iBrusivo_cz,,6.69,8.68,5.59,2026-04-20T13:27:18.537737+00:00
8590804017288,Pílka FESTA záhradná zatváracia 18cm,MCprofi,,5.48,7.27,5.59,2026-04-20T13:27:18.537737+00:00
8590804016298,Uholník plochý 600 x 300 mm pozinkovaný 14474,KUTILOVO,,14.44,17.03,14.44,2026-04-20T13:27:40.338831+00:00
8590804016298,Plochý uholník Profi 600 x 300 mm / balenie 1 ks,StrefaCZ,,18.53,20.52,14.44,2026-04-20T13:27:40.338831+00:00
8590804010388,Nožík ulamovací L11 18 mm Festa 16110,KUTILOVO,,1.41,4.00,1.41,2026-04-20T13:28:15.782976+00:00
8590804010388,Nôž odlamovací 18 mm SX38,Maxeuro,,0.58,4.57,1.41,2026-04-20T13:28:15.782976+00:00
8590804010388,Nôž odlamovací 18 mm s posuvnou aretáciou Festa L11 + 1 čepeľ,Obchudek_KUZEL,,1.60,3.59,1.41,2026-04-20T13:28:15.782976+00:00
4002953400131,Vyrezávač korunkový s unášačom 103 mm 24746,KUTILOVO,,11.24,13.83,11.24,2026-04-20T13:31:02.582740+00:00
4002953400131,Korunka vykružovacia FESTA karbidová 103mm s unášačom,iBrusivo_cz,,14.63,16.62,11.24,2026-04-20T13:31:02.582740+00:00
4002953400131,Korunka vykružovacia FESTA karbidová 103mm s unášačom,MCprofi,,12.49,14.28,11.24,2026-04-20T13:31:02.582740+00:00
3838853112406,Vodováha 1200 mm Horizont 3 libely 15112,KUTILOVO,,28.26,29.39,26.80,2026-04-20T13:31:15.631197+00:00
3838853112406,Vodováha HORIZONT VVN 3L 1200mm 3 libely,MCprofi,,29.72,31.51,26.80,2026-04-20T13:31:15.631197+00:00
3838853112413,Lata sťahovacia HORIZONT trapézová SLT 1m,iBrusivo_cz,,9.94,11.93,9.94,2026-04-20T13:31:28.849465+00:00
3838853160377,"Uholník stolársky, 350 x 190 mm",euronaradi,,11.99,13.78,11.99,2026-04-20T13:32:23.745288+00:00
3838853160377,FESTA Uholník stolársky 350x190mm 14235.01,DoktorKladivo,,13.19,15.18,11.99,2026-04-20T13:32:23.745288+00:00
3838853160377,Uholník stolársky FESTA 350x190mm,Shop_Garho,,13.25,17.24,11.99,2026-04-20T13:32:23.745288+00:00
3838853160377,Uholník stolársky FESTA 350x190mm,iBrusivo_cz,,14.07,16.06,11.99,2026-04-20T13:32:23.745288+00:00
3838853160377,Stolársky uholník Profi 350 x 190 mm / balenie 1 ks,StrefaCZ,,15.00,16.99,11.99,2026-04-20T13:32:23.745288+00:00
3838853160377,Stolársky uholník Profi 350 x 190 mm / balenie 1 sada,eoshop_market,,14.57,16.56,11.99,2026-04-20T13:32:23.745288+00:00
8590804014553,"Skrutkovač plochý 6,5 x 125 18106",KUTILOVO,,1.59,4.18,1.59,2026-04-20T13:33:35.817308+00:00
8590804014553,Skrutkovač plochý FESTA S 6.5x125mm CrV,iBrusivo_cz,,1.80,3.79,1.59,2026-04-20T13:33:35.817308+00:00
8590804014652,Skrutkovač PZ3 x 150 18304,KUTILOVO,,2.05,4.64,2.05,2026-04-20T13:38:29.839517+00:00
8590804014652,Skrutkovač krížový PZ 3x150mm CrV,iBrusivo_cz,,2.30,4.29,2.05,2026-04-20T13:38:29.839517+00:00
8590804014652,Skrutkovač POZIDRIV 3x150 CrV,VISOTRADE,,3.58,5.57,2.05,2026-04-20T13:38:29.839517+00:00
8590804014133,Zámok na bicykel 65 cm 23284,KUTILOVO,,2.66,5.25,2.66,2026-04-20T13:38:44.828099+00:00
8590804014133,Zámok na bicykel 65cm/8mm,MCprofi,,2.35,4.14,2.66,2026-04-20T13:38:44.828099+00:00
8590804014133,Zámok na bicykel 65cm/8mm,iBrusivo_cz,,3.11,5.10,2.66,2026-04-20T13:38:44.828099+00:00
8590804014133,Zámok na bicykel 65 mm,Obchudek_KUZEL,,3.36,5.35,2.66,2026-04-20T13:38:44.828099+00:00
8590804014133,Zámok na bicykel 65cm/8mm,MCprofi,,2.35,4.14,2.66,2026-04-20T13:38:44.828099+00:00
8590804002406,Sada vykružovačov pílových 6D 64-127mm 24706,KUTILOVO,,8.72,11.31,8.72,2026-04-20T13:44:35.981064+00:00
8590804002406,Sada píly vykružovacej FESTA 8ks 64-127mm,MCprofi,,8.99,10.78,8.72,2026-04-20T13:44:35.981064+00:00
8590804002406,FESTA Sada píly vykružovacej 8ks 64-127mm 24706.01,DoktorKladivo,,10.27,12.26,8.72,2026-04-20T13:44:35.981064+00:00
8590804002406,Sada píly vykružovacej FESTA 8ks 64-127mm,iBrusivo_cz,,11.23,13.22,8.72,2026-04-20T13:44:35.981064+00:00
6954861895227,Meter zvinovací 2 m ASSIST 13 mm 11200,KUTILOVO,,1.52,4.11,1.52,2026-04-20T13:44:47.902594+00:00
6954861895227,Astra Meter zvinovací ASTRA 2mx13mm 11200.01,DoktorKladivo,,1.61,3.60,1.52,2026-04-20T13:44:47.902594+00:00
6954861895227,Meter zvinovací ASTRA 2mx13mm,iBrusivo_cz,,1.64,3.63,1.52,2026-04-20T13:44:47.902594+00:00
8590804017967,Súprava so 6 funk.pišt. 45181,KUTILOVO,,5.79,8.38,5.79,2026-04-20T13:58:02.956251+00:00
8590804017967,"Set ROSA 6f pištoľ, rýchlospojky, adaptér",Shop_Garho,,6.69,9.28,5.79,2026-04-20T13:58:02.956251+00:00
8590804017967,"Set ROSA 6f pištoľ, rýchlospojky, adaptér",iBrusivo_cz,,6.56,8.55,5.79,2026-04-20T13:58:02.956251+00:00
8590804006121,Brúska na sadrokartón 250 x 40 mm 8404 22121,KUTILOVO,,5.20,7.79,5.20,2026-04-20T14:01:02.478044+00:00
8590804006121,Hoblík MAT na sadrokartónové dosky 250x40mm,InvestGroupCorp,,5.30,7.89,5.20,2026-04-20T14:01:02.478044+00:00
8590804006121,FESTA hoblík na sadrokartón 250*40mm 22121,naradi_hornig,,5.29,7.28,5.20,2026-04-20T14:01:02.478044+00:00
8590804006121,WESTBERG Rašple na sadrokartón 250x40mm 22121.01,DoktorKladivo,,6.17,8.16,5.20,2026-04-20T14:01:02.478044+00:00
8590804006121,Rašple na sadrokartón 250x40mm,iBrusivo_cz,,6.69,8.68,5.20,2026-04-20T14:01:02.478044+00:00
8590804006121,Hoblík na sadrokartón 250x40mm,eoshop_market,,7.74,9.73,5.20,2026-04-20T14:01:02.478044+00:00
8590804012665,Kotúč diamantový 150 mm Festa segmentový 21315,KUTILOVO,,5.65,8.24,5.65,2026-04-20T14:06:13.428237+00:00
8590804012665,Kotúč diamantový FESTA segment 150x2.6x22.2mm,iBrusivo_cz,,7.09,9.08,5.65,2026-04-20T14:06:13.428237+00:00
8590804012665,"FESTA diamantový kotúč segmentový 150x22,2 / balenie 1 ks",StrefaCZ,,7.50,9.49,5.65,2026-04-20T14:06:13.428237+00:00
8590804012665,Kotúč diamantový segmentový 150mm,Obchudek_KUZEL,,8.45,10.44,5.65,2026-04-20T14:06:13.428237+00:00
8590804012665,Kotúč diamantový FESTA segment 150x2.6x22.2mm,MCprofi,,5.85,7.64,5.65,2026-04-20T14:06:13.428237+00:00
8590804012665,"Festa Kotúč diamantový segment O 150 x 22,2 mm",TSBohemia,,6.40,8.79,5.65,2026-04-20T14:06:13.428237+00:00
8590804050735,Nožík vreckový multifunkčný Shark 16227,KUTILOVO,,10.43,13.02,10.43,2026-04-20T14:08:56.581071+00:00
8590804050735,Nôž zatvárací multifunkčný FESTA SHARK,MCprofi,,10.76,12.55,10.43,2026-04-20T14:08:56.581071+00:00
8590804050735,Nôž zatvárací multifunkčný FESTA SHARK,iBrusivo_cz,,12.72,14.71,10.43,2026-04-20T14:08:56.581071+00:00
8590804050735,Nôž zatvárací multifunkčný FESTA SHARK,MCprofi,,10.76,12.55,10.43,2026-04-20T14:08:56.581071+00:00
8590804012498,Papier brúsny P120 o 125 mm 3 ks suchý zips 22049,KUTILOVO,,1.80,4.39,1.80,2026-04-20T14:09:28.556659+00:00
8590804012498,Papier brúsny P40 o 125 mm 3 ks suchý zips 22045,KUTILOVO,,2.27,4.86,1.80,2026-04-20T14:09:28.556659+00:00
8590804012498,LEVIOR Papier brúsny výsek SZ P120/125/3ks 22049.01,DoktorKladivo,,2.04,4.03,1.80,2026-04-20T14:09:28.556659+00:00
8590804012498,LEVIOR Papier brúsny výsek SZ P40/125/3ks 22045.01,DoktorKladivo,,2.56,4.55,1.80,2026-04-20T14:09:28.556659+00:00
8590804012498,Brúsny papier SZ 125 / 120 3ks / balenie 1 ks,StrefaCZ,,2.56,4.55,1.80,2026-04-20T14:09:28.556659+00:00
8590804012498,Papier brúsny výsek SZ P40/125/3ks,iBrusivo_cz,,2.70,4.69,1.80,2026-04-20T14:09:28.556659+00:00
8590804012498,Brúsny papier SZ 125 / 40 3ks / balenie 1 ks,StrefaCZ,,3.15,5.14,1.80,2026-04-20T14:09:28.556659+00:00
8590804021377,Stierka nerezová 80 31495,KUTILOVO,,1.16,3.75,1.16,2026-04-20T14:12:53.810636+00:00
8590804021377,Špachtľa nerez škrabacia PVC rúčka 80mm,iBrusivo_cz,,1.19,3.18,1.16,2026-04-20T14:12:53.810636+00:00
8590804021377,Špachtľa nerez škrabacia PVC rúčka 80mm,MCprofi,,0.70,2.49,1.16,2026-04-20T14:12:53.810636+00:00
4954183557904,Nožík KDS/D-12 šedý skalpel 16006,KUTILOVO,,5.09,7.68,5.09,2026-04-20T14:15:59.269723+00:00
4954183557904,Skalpel KDS D12,MCprofi,,5.03,6.82,5.09,2026-04-20T14:15:59.269723+00:00
4954183557904,Skalpel KDS D-12YE Easy Grip Yellow + 16x čepeľ,BiurowaKraina,,9.13,11.72,5.09,2026-04-20T14:15:59.269723+00:00
4954183557904,Skalpel KDS D-12YE Easy Grip Yellow + 16x čepeľ,ebiurowe_net,,9.57,12.16,5.09,2026-04-20T14:15:59.269723+00:00
4954183557904,Skalpel KDS D12,MCprofi,,5.03,6.82,5.09,2026-04-20T14:15:59.269723+00:00
3838853160346,Uholník stolársky 200 x 125 mm 14220,KUTILOVO,,10.13,12.72,10.13,2026-04-20T14:21:07.526841+00:00
3838853160346,Uholník stolársky FESTA 200x125mm,iBrusivo_cz,,12.09,14.08,10.13,2026-04-20T14:21:07.526841+00:00
3838853160346,Stolársky uholník Profi 200 x 125 mm / balenie 1 ks,StrefaCZ,,12.96,14.95,10.13,2026-04-20T14:21:07.526841+00:00
8590804017332,"Ventil rohový 1/2""x3/8"" 45104",KUTILOVO,,3.06,5.65,3.06,2026-04-20T14:26:24.227708+00:00
8590804017332,"Roháčik 1/2"" x3/8""",iBrusivo_cz,,3.86,5.85,3.06,2026-04-20T14:26:24.227708+00:00
8590804017332,"Ventil rohový bez filtra 1/2""-3/8""",VISOTRADE,,6.06,8.05,3.06,2026-04-20T14:26:24.227708+00:00
8590804012061,Kefa okružná vlnitá 100 mm 22007,KUTILOVO,,4.53,7.12,4.53,2026-04-20T14:26:36.551518+00:00
8590804012061,Kefa rotačná radiálna vlnitá FESTA 100mm,Shop_Garho,,4.96,7.55,4.53,2026-04-20T14:26:36.551518+00:00
8590804012061,Kefa rotačná radiálna vlnitá FESTA 100mm,iBrusivo_cz,,5.57,7.56,4.53,2026-04-20T14:26:36.551518+00:00
8590804012061,Kefa rotačná radiálna vlnitá FESTA 100mm,MCprofi,,4.53,6.32,4.53,2026-04-20T14:26:36.551518+00:00
8590804019794,Kľúč 3113 13 (406) očkoplochý 17576,KUTILOVO,,1.56,4.15,1.56,2026-04-20T14:30:03.190049+00:00
8590804019794,FESTA Kľúč očkoplochý CrV 13mm 17576.01,DoktorKladivo,,1.75,3.74,1.56,2026-04-20T14:30:03.190049+00:00
8590804019794,Kľúč očkoplochý FESTA CrV 13mm,iBrusivo_cz,,1.80,3.79,1.56,2026-04-20T14:30:03.190049+00:00
8590804019794,Kľúč očkoplochý 13 mm CrV,eoshop_market,,2.95,4.94,1.56,2026-04-20T14:30:03.190049+00:00
8590804009436,"Sada kľúčov imbus 1,5-10mm 9D 18496",KUTILOVO,,5.15,7.74,5.15,2026-04-20T14:30:57.583149+00:00
8590804009436,FESTA Sada L kľúčov inbus CrV 1.5-10mm 9ks 18496.01,DoktorKladivo,,5.71,7.70,5.15,2026-04-20T14:30:57.583149+00:00
8590804009436,Sada L kľúčov inbus FESTA CrV 1.5-10mm 9ks,iBrusivo_cz,,6.19,8.18,5.15,2026-04-20T14:30:57.583149+00:00
8590804009436,"Súprava imbus PROFI 1,5-10mm, 9diel.",eoshop_market,,7.80,9.79,5.15,2026-04-20T14:30:57.583149+00:00
8590804009436,"Súprava imbus PROFI 1,5-10mm, 9diel. CrV FESTA",VISOTRADE,,8.00,9.99,5.15,2026-04-20T14:30:57.583149+00:00
8590804005728,FESTA Púder 180g modrý 37096.01,DoktorKladivo,,1.75,3.74,1.42,2026-04-20T14:31:56.530836+00:00
8590804005728,Prášok modrý 180 g 37096,KUTILOVO,,1.42,4.01,1.42,2026-04-20T14:31:56.530836+00:00
8590804005728,Púder FESTA 180g modrý,iBrusivo_cz,,1.80,3.79,1.42,2026-04-20T14:31:56.530836+00:00
8590804016083,Vodováha NIVELA 800 mm,iBrusivo_cz,,11.90,13.89,11.90,2026-04-20T14:32:50.657848+00:00
8590804016083,"Vodováha Nivela 2 libely, 80cm / balenie 1 ks",StrefaCZ,,12.64,14.63,11.90,2026-04-20T14:32:50.657848+00:00
8590804005469,Hladidlo polyuretán 120 x 800 mm 34158,KUTILOVO,,12.63,15.22,12.63,2026-04-20T14:33:41.705379+00:00
8590804005469,Hladítko Polyuretán 120x800mm Darby,iBrusivo_cz,,15.06,17.05,12.63,2026-04-20T14:33:41.705379+00:00
8590804005469,Hladítko Polyuretán 120x800mm Darby,MCprofi,,12.29,14.08,12.63,2026-04-20T14:33:41.705379+00:00
8590804014041,Vyrezávač korunkový 83 mm 24740,KUTILOVO,,5.91,8.50,5.91,2026-04-20T14:34:17.725416+00:00
8590804014041,Korunka vykružovacia FESTA karbidová 73mm,iBrusivo_cz,,6.28,8.27,5.91,2026-04-20T14:34:17.725416+00:00
8590804014041,Korunka vykružovacia FESTA karbidová 83mm,iBrusivo_cz,,7.66,9.65,5.91,2026-04-20T14:34:17.725416+00:00
8590804014041,Korunka vykružovacia FESTA karbidová 83mm,MCprofi,,6.35,8.14,5.91,2026-04-20T14:34:17.725416+00:00
8590804003618,Mierka oceľ. 1000mm nerez FESTA,VISOTRADE,,9.69,13.68,9.69,2026-04-20T14:34:41.756189+00:00
8590804017486,"Adaptér s vnútorným závitom 1/2+3/4"" 45130",KUTILOVO,,1.04,3.63,1.04,2026-04-20T14:35:32.253221+00:00
8590804017486,"ROSA Adaptér vnútorný závit 1/2""+3/4"" 45130.01",DoktorKladivo,,1.06,3.05,1.04,2026-04-20T14:35:32.253221+00:00
8590804017486,"Adaptér ROSA vnútorný závit 1/2"" +3/4""",iBrusivo_cz,,1.02,3.01,1.04,2026-04-20T14:35:32.253221+00:00
8590804020134,"Spojka pre 2 hadice 1/2"" mosadz",Obchudek_KUZEL,,3.04,5.03,3.04,2026-04-20T14:35:46.346211+00:00
8590804020134,"Spojka ROSA 1/2"" mosadz",MCprofi,,3.26,5.05,3.04,2026-04-20T14:35:46.346211+00:00
8590804020134,"Spojka ROSA 1/2"" mosadz",iBrusivo_cz,,4.30,6.29,3.04,2026-04-20T14:35:46.346211+00:00
8590804020134,"Spojka ROSA 1/2"" mosadz",MCprofi,,3.26,5.05,3.04,2026-04-20T14:35:46.346211+00:00
8590804017417,Pištol prúdnicová nastaviteľná Delux 45115,KUTILOVO,,3.14,5.73,3.14,2026-04-20T14:36:11.290981+00:00
8590804017417,ROSA Pištoľ prúdnicová staviteľná 45115.01,DoktorKladivo,,3.41,5.40,3.14,2026-04-20T14:36:11.290981+00:00
8590804017417,Pištoľ ROSA prúdnicová staviteľná,iBrusivo_cz,,3.60,5.59,3.14,2026-04-20T14:36:11.290981+00:00
8590804017424,Pištol ružicová Delux 45116,KUTILOVO,,3.59,6.18,3.59,2026-04-20T14:36:53.137234+00:00
8590804017424,Pištoľ ROSA DELUX ružicová,iBrusivo_cz,,4.10,6.09,3.59,2026-04-20T14:36:53.137234+00:00
8590804017424,"Pištoľ ružicová DELUX plastová, AQUA",VISOTRADE,,5.06,7.05,3.59,2026-04-20T14:36:53.137234+00:00
8590804017745,Zavlažovač impulzný hrotový 1cestný 45161,KUTILOVO,,3.99,6.58,3.99,2026-04-20T14:37:41.737711+00:00
8590804017745,"Zavlažovač impulzný hrotový jednocestný, plast",euronaradi,,4.19,5.98,3.99,2026-04-20T14:37:41.737711+00:00
8590804017745,Zavlažovač ROSA impulzný hrotový plast,iBrusivo_cz,,4.84,6.83,3.99,2026-04-20T14:37:41.737711+00:00
8590804017929,Vozík na hadice 60m 45177,KUTILOVO,,34.25,36.84,34.25,2026-04-20T14:38:07.267454+00:00
8590804017929,"Vozík na hadicu ROSA (až 60m pri návine 1/2"" hadice)",MCprofi,,36.15,37.94,34.25,2026-04-20T14:38:07.267454+00:00
8590804017929,"Vozík na hadicu ROSA (až 60m pri návine 1/2"" hadice)",iBrusivo_cz,,41.80,43.79,34.25,2026-04-20T14:38:07.267454+00:00
